page,level,name_zh,name_en,poisoning_chapter19,accidental,intentional_self_harm,undetermined_intent,treatment_adverse_effect
1613,1,碘泊酸(钙),iopodate,T50.8,X44.-,X64.-,Y14.-,Y57.5
1613,1,泛酸(钙),pantothenate,T45.2,X44.-,X64.-,Y14.-,Y57.7
1613,1,枸橼酸亚铁(钙),ferrous citrate,T45.4,X44.-,X64.-,Y14.-,Y44.0
1613,1,卡巴匹林(钙),carbaspirin,T39.0,X40.-,X60.-,Y10.-,Y45.1
1613,1,磷酸(钙),phosphate,T50.3,X44.-,X64.-,Y14.-,Y54.6
1613,1,氯化(钙)(矿物质补充药),chloride,T50.9,X44.-,X64.-,Y14.-,Y54.9
1613,2,无水[二水氯化钙],anhydrous,T50.9,X44.-,X64.-,Y14.-,Y54.9
1613,1,葡乳醛酸(钙),glubionate,T50.3,X44.-,X64.-,Y14.-,Y54.6
1613,1,葡萄糖酸乳酸葡萄糖酸(钙),gluconogalactogluconate,T50.3,X44.-,X64.-,Y14.-,Y54.6
1613,1,葡萄糖酸(钙),gluconate,T50.3,X44.-,X64.-,Y14.-,Y54.6
1613,1,羟苯磺酸(钙)(毛细血管保护药),dobesilate,T46.9,X44.-,X64.-,Y14.-,Y52.9
1613,1,氢氧化(钙),"hydrate, hydroxide",T54.3,X49.-,X69.-,Y19.-,
1613,1,氰胺(钙)(抗酒精中毒药),carbimide,T50.6,X44.-,X64.-,Y14.-,Y57.3
1613,1,氧化(钙),oxide,T54.3,X49.-,X69.-,Y19.-,
1613,1,乳酸(钙),lactate,T50.3,X44.-,X64.-,Y14.-,Y54.6
1613,1,乳糖醛酸钙溴化(钙),bromolactobionate,T42.6,X41.-,X61.-,Y11.-,Y47.4
1613,1,水杨酸(钙),salicylate,T39.0,X40.-,X60.-,Y10.-,Y45.1
1613,1,碳酸(钙),carbonate,T47.1,X44.-,X64.-,Y14.-,Y53.1
1613,1,溴化(钙),bromide,T42.6,X41.-,X61.-,Y11.-,Y47.4
1613,1,亚叶酸(钙),"folinate, leucovorin",T45.8,X44.-,X64.-,Y14.-,Y44.1
1613,1,盐,salts,T50.3,X44.-,X64.-,Y14.-,Y54.9
1613,1,依地酸钠(钙)(解毒药),disodium edetate,T45.8,X44.-,X64.-,Y14.-,Y43.8
1613,1,乙酰水杨酸甲酯(钙),acetylsalicylate,T39.0,X40.-,X60.-,Y10.-,Y45.1
1613,0,钙通道阻滞剂,"Blockers, calcium-channel",T46.1,X44.-,X64.-,Y14.-,Y52.1
1613,0,干扰素(α)(β)(γ),Interferon (alpha)(beta),T37.5,X44.-,X64.-,Y14.-,Y41.5
1613,0,甘氨酸[氨基乙酸](衍生物),Aminoacetic acid,T50.3,X44.-,X64.-,Y14.-,Y54.6
1613,0,甘铋胂(抗阿米巴药),Glycobiarsol,T37.3,X44.-,X64.-,Y14.-,Y41.3
1613,0,甘草,"Liquorice, Glycyrrhiza extract",T48.4,X44.-,X64.-,Y14.-,Y55.4
1613,1,浸膏,extract,T47.8,X44.-,X64.-,Y14.-,Y53.8
1613,0,甘草酸,Glycyrrhizic acid,T48.4,X44.-,X64.-,Y14.-,Y55.4
1613,0,甘草酸钾,Glycyrrhizinate potassium,T48.4,X44.-,X64.-,Y14.-,Y55.4
1613,0,甘露醇,Mannitol,T47.3,X44.-,X64.-,Y14.-,Y53.3
1613,1,(甘露)六硝脂,hexanitrate,T46.3,X44.-,X64.-,Y14.-,Y52.3
1613,0,甘露莫司汀(抗肿瘤药),Mannomustine,T45.1,X44.-,X64.-,Y14.-,Y43.3
1613,0,甘珀酸[生胃酮](抗溃疡药),Carbenoxolone,T47.1,X44.-,X64.-,Y14.-,Y53.1
1613,0,甘羟铝[氨基乙酸二羟化铝](抗酸药),Dihydroxyaluminum aminoacetate,T47.1,X44.-,X64.-,Y14.-,Y53.1
1614,0,甘油[丙三醇](泻药，药用辅料),"Glycerol, Glycerin",T47.4,X44.-,X64.-,Y14.-,Y55.4
1614,1,碘化,iodinated,T48.4,X44.-,X64.-,Y14.-,Y55.4
1614,1,静脉内的,inu,T50.3,X44.-,X64.-,Y14.-,Y54.6
1614,1,硼砂,borax,T49.6,X44.-,X64.-,Y14.-,Y56.6
1614,0,甘油基,Glyceryl,,,,,
1614,1,三硝酸(甘油),trinitrate,T46.3,X44.-,X64.-,Y14.-,Y52.3
1614,1,硝酸(甘油),nitrate,T46.3,X44.-,X64.-,Y14.-,Y52.3
1614,1,愈创(甘油醚)(祛痰药),guaiacolate,T48.4,X44.-,X64.-,Y14.-,Y55.4
1614,0,甘油磷酸酯,Glycerophosphate,T50.9,X44.-,X64.-,Y14.-,Y57.8
1614,0,肝,Liver,,,,,
1614,1,成分1,fraction 1,T45.8,X44.-,X64.-,Y14.-,Y44.1
1614,1,浸膏,extract,T45.8,X44.-,X64.-,Y14.-,Y44.1
1614,2,肠胃外使用的,for parenteral use,T45.8,X44.-,X64.-,Y14.-,Y44.1
1614,1,水解物,hydrolysate,T45.8,X44.-,X64.-,Y14.-,Y44.1
1614,0,肝分泌兴奋剂,Hepatic secretion stimulant,T47.8,X44.-,X64.-,Y14.-,Y53.8
1614,0,肝素(钠)(抗凝药),Heparin (sodium),T45.5,X44.-,X64.-,Y14.-,Y44.2
1614,1,作用逆转剂,action reverser,T45.7,X44.-,X64.-,Y14.-,Y44.3
1614,0,肝素-成分,Heparin-fraction,T45.5,X44.-,X64.-,Y14.-,Y44.2
1614,0,杆菌肽锌,Bacitracin zinc,T49.0,X44.-,X64.-,Y14.-,Y56.0
1614,1,伴有新霉素,with neomycin,T49.0,X44.-,X64.-,Y14.-,Y56.0
1614,0,橄榄霉素(抗生素),Olivomycin,T45.1,X44.-,X64.-,Y14.-,Y43.3
1614,0,刚果红(诊断用药),Congo red,T50.8,X44.-,X64.-,Y14.-,Y57.6
1614,0,高氯环嗪(抗组胺药),Homochlorcyclizine,T45.0,X44.-,X64.-,Y14.-,Y43.0
1614,0,高锰酸盐,Permanganate,T65.8,X49.-,X69.-,Y19.-,
1614,0,高铁(基)-另见铁,Ferric - see also Iron,,,,,
1614,1,焦磷酸(铁),pyrophosphate,T45.4,X44.-,X64.-,Y14.-,Y44.0
1614,1,枸橼酸(铁),citrate,T45.4,X44.-,X64.-,Y14.-,Y44.0
1614,1,氯化(铁),chloride,T45.4,X44.-,X64.-,Y14.-,Y44.0
1614,1,氢氧化(铁),hydroxide,,,,,
1614,2,胶态,colloidal,T45.4,X44.-,X64.-,Y14.-,Y44.0
1614,2,聚麦芽糖,polymaltose,T45.4,X44.-,X64.-,Y14.-,Y44.0
1614,0,高铜[二价铜],Cupric,,,,,
1614,1,醋酸(铜),acetate,T60.3,X48.-,X68.-,Y18.-,
1614,1,硫酸(铜),sulfate,T56.4,X49.-,X69.-,Y19.-,
1614,1,葡糖酸(铜),gluconate,T49.0,X44.-,X64.-,Y14.-,Y56.0
1614,1,砷酸(铜),arsenate,T57.0,X49.-,X69.-,Y19.-,
1614,1,乙酰亚砷酸(铜),acetoarsenite,T57.0,X48.-,X68.-,Y18.-,
1614,1,油酸(铜),oleate,T49.0,X44.-,X64.-,Y14.-,Y56.0
1614,0,高血糖素,Glucagon,T38.3,X44.-,X64.-,Y14.-,Y42.3
1614,0,膏药敷料,Plaster dressing,T49.3,X44.-,X64.-,Y14.-,Y56.3
1614,0,睾丸素-现译名睾酮,Testosterone,T38.7,X44.-,X64.-,Y14.-,Y42.7
1614,0,睾内酯(抗肿瘤药),Testolactone,T38.7,X44.-,X64.-,Y14.-,Y42.7
1614,0,睾酮[睾丸素](雄激素类),Testosterone,T38.7,X44.-,X64.-,Y14.-,Y42.7
1614,0,戈拉碘铵(神经肌肉阻滞药),Gallamine (triethiodide),T48.1,X44.-,X64.-,Y14.-,Y55.1
1614,0,戈洛帕米(血管扩张药),Gallopamil,T46.1,X44.-,X64.-,Y14.-,Y52.1
1614,0,戈那瑞林(促性激素释放素),Gonadorelin,T38.8,X44.-,X64.-,Y14.-,Y42.8
1614,0,戈舍瑞林,Goserelin,T45.1,X44.-,X64.-,Y14.-,Y43.3
1615,0,格拉非宁（镇痛药）,Glafenine,T39.8,X40.-,X60.-,Y10.-,Y45.8
1615,0,格拉司琼(止吐药),Granisetron,T45.0,X44.-,X64.-,Y14.-,Y43.0
1615,0,格列本脲(降血糖药),"Glibenclamide,Glyburide",T38.3,X44.-,X64.-,Y14.-,Y42.3
1615,0,格列吡脲(降血糖药),Glyclopyramide,T38.3,X44.-,X64.-,Y14.-,Y42.3
1615,0,格列吡嗪(降血糖药),Glipizide,T38.3,X44.-,X64.-,Y14.-,Y42.3
1615,0,格列波脲(降血糖药),Glibornuride,T38.3,X44.-,X64.-,Y14.-,Y42.3
1615,0,格列环脲(降血糖药),Glycyclamide,T38.3,X44.-,X64.-,Y14.-,Y42.3
1615,0,格列喹酮(降血糖药),Gliquidone,T38.3,X44.-,X64.-,Y14.-,Y42.3
1615,0,格列嘧啶(钠)(降血糖药),"Glimidine, Glymidine sodium",T38.3,X44.-,X64.-,Y14.-,Y42.3
1615,0,格列派特(降血糖药),Glisoxepide,T38.3,X44.-,X64.-,Y14.-,Y42.3
1615,0,格列齐特(降血糖药),Gliclazide,T38.3,X44.-,X64.-,Y14.-,Y42.3
1615,0,格列索脲(降血糖药),Glisolamide,T38.3,X44.-,X64.-,Y14.-,Y42.3
1615,0,格隆溴铵[溴环扁吡酯],Glycopyrronium bromide,T44.3,X43.-,X63.-,Y13.-,Y51.3
1615,0,(抗消化性溃疡药，抗胆碱药),Glycopyrrolate,T44.3,X43.-,X63.-,Y13.-,Y51.3
1615,0,格鲁米特[多睡丹](催眠药),Glutethimide,T42.6,X41.-,X61.-,Y11.-,Y47.8
1615,0,蛤贝[贝壳类]，有毒的,"Mussel, noxious",T61.2,X49.-,X69.-,Y19.-,
1615,0,镉(氯化物)(烟雾)(氧化物),Cadmium (chloride),T56.3,X49.-,X69.-,Y19.-,
1615,0,铬,"Chromium, Chromic",T56.2,X49.-,X69.-,Y19.-,
1615,1,化合物 - 见 铬酸盐,compounds - see Chromate,,,,,
1615,1,磷酸(铬)32P,phosphate 32P,T45.1,X44.-,X64.-,Y14.-,Y43.3
1615,1,三氧化二(铬),sesquioxide,T50.8,X44.-,X64.-,Y14.-,Y57.6
1615,1,酸,acid,T56.2,X49.-,X69.-,Y19.-,
1615,2,粉尘或雾,dust or mist,T56.2,X49.-,X69.-,Y19.-,
1615,0,铬酸盐,Chromate,T56.2,X49.-,X69.-,Y19.-,
1615,1,粉尘或雾,dust or mist,T56.2,X49.-,X69.-,Y19.-,
1615,1,铅(另见铅),lead (see also Lead),T56.0,X49.-,X69.-,Y19.-,
1615,0,铬酰氯[氯化亚铬],Chromyl chloride,T56.2,X49.-,X69.-,Y19.-,
1615,0,艮他霉素-现译名庆大霉素,Gentamicin,T36.5,X44.-,X64.-,Y14.-,Y40.5
1615,0,更生霉素-现译名放线菌素D,Dactinomycin,T45.1,X44.-,X64.-,Y14.-,Y43.3
1615,0,更昔洛韦(钠)(抗病毒药),Ganciclovir (sodium),T37.5,X44.-,X64.-,Y14.-,Y41.5
1615,0,庚巴比妥,Heptabarbitone,T42.3,X41.-,X61.-,Y11.-,Y47.0
1615,0,庚二酮,Pimelic ketone,T52.8,X46.-,X66.-,Y16.-,
1615,0,公用气体,Utility gas,T58,X47.-,X67.-,Y17.-,
1615,0,汞（汞制剂）（汞化物）（亚汞）（化合物）（氰化物）（烟雾）（非药用）（蒸气）NEC,"Mercury, mercurial, mercuric, mercurous (compounds) (cyanide) (fumes) (nonmedicinal) (vapor) NEC",T56.1,X49.-,X69.-,Y19.-,
1615,1,抗感染药,anti-infective,,,,,
1615,2,局部,local,T49.0,X44.-,X64.-,Y14.-,Y56.0
1615,2,全身,systemic,T37.8,X44.-,X64.-,Y14.-,Y41.8
1615,1,利尿剂NEC,diuretic NEC,T50.2,X44.-,X64.-,Y14.-,Y54.5
1615,1,氯化(汞)(与氨化合的),chloride (ammoniated),T49.0,X44.-,X64.-,Y14.-,Y56.0
1615,1,氧化(汞)，黄色,"oxide, yellow",T49.0,X44.-,X64.-,Y14.-,Y56.0
1615,0,"汞加芬(抗真菌药,消毒防腐剂)",Hydrargaphen,T49.0,X44.-,X64.-,Y14.-,Y56.0
1615,0,汞罗茶碱(利尿剂),Mercurophylline,T50.2,X44.-,X64.-,Y14.-,Y54.5
1615,0,汞撒利[撒利汞](利尿剂),"Mersalyl, Mercuramide",T50.2,X44.-,X64.-,Y14.-,Y54.5
1615,0,汞溴红[红汞](消毒防腐剂),"Merbromin,Mercurochrome",T49.0,X44.-,X64.-,Y14.-,Y56.0
1616,0,谷氨酸,Glutamic acid,T47.5,X44.-,X64.-,Y14.-,Y53.5
1616,0,谷胱甘肽(消毒药),Glutathione,T50.6,X44.-,X64.-,Y14.-,Y57.2
1616,0,谷硫磷[保棉磷](乙基)(杀虫药),Azinphos methyl (ethyl),T60.0,X48.-,X68.-,Y18.-,
1616,0,骨粉,Bone meal,T62.8,X49.-,X69.-,Y19.-,
1616,0,骨化醇 - 现译名 维生素D₂,Calciferol,T45.2,X44.-,X64.-,Y14.-,Y54.7
1616,0,骨化二醇(钙代谢调节药),Calcifediol,T45.2,X44.-,X64.-,Y14.-,Y54.7
1616,0,骨化三醇(钙代谢调节药),Calcitriol,T45.2,X44.-,X64.-,Y14.-,Y54.7
1616,0,钴(非药用)(烟雾)(工业用),Cobalt (nonmedicinal),T56.8,X49.-,X69.-,Y19.-,
1616,1,药用(微量)(氯化物),medicinal (trace)(chloride),T45.8,X44.-,X64.-,Y14.-,Y44.1
1616,0,钴胺素[钴维生素],Cobalamine,T45.2,X44.-,X64.-,Y14.-,Y44.1
1616,0,鼓风炉气体(含有一氧化碳),Blast furnace gas (carbon,T58,X47.-,X67.-,Y17.-,
1616,0,瓜尔豆胶(膏化剂),Cyamopsis tetragonoloba,T46.6,X44.-,X64.-,Y14.-,Y52.6
1616,0,瓜尔胶(药用),Guar gum (medicinal),T46.6,X44.-,X64.-,Y14.-,Y52.6
1616,0,胍法辛(降压药),Guanfacine,T46.5,X44.-,X64.-,Y14.-,Y52.5
1616,0,胍甲环素(抗生素),Guamecycline,T36.4,X44.-,X64.-,Y14.-,Y40.4
1616,0,胍氯酚(降压药),"Guanoclor, Guanochlor",T46.5,X44.-,X64.-,Y14.-,Y52.5
1616,0,胍美柳(镇咳药),Guaimesal,T48.4,X44.-,X64.-,Y14.-,Y55.4
1616,0,胍那苄(降压药),Guanabenz,T46.5,X44.-,X64.-,Y14.-,Y52.5
1616,0,胍那决尔(降压药),Guanadrel,T46.5,X44.-,X64.-,Y14.-,Y52.5
1616,0,胍那克林(降压药),Guanacline,T46.5,X44.-,X64.-,Y14.-,Y52.5
1616,0,胍诺沙苄(降压药),Guanoxabenz,T46.5,X44.-,X64.-,Y14.-,Y52.5
1616,0,胍生(降压药),Guanoxan,T46.5,X44.-,X64.-,Y14.-,Y52.5
1616,0,胍西替柳(抗炎镇痛药),Guacetisal,T39.0,X40.-,X60.-,Y10.-,Y45.1
1616,0,胍乙啶(降压药),Guanethidine,T46.5,X44.-,X64.-,Y14.-,Y52.5
1616,0,冠状血管扩张药NEC,Coronary vasodilator NEC,T46.3,X44.-,X64.-,Y14.-,Y52.3
1616,0,光气[碳酰氯],Phosgene (gas),T59.8,X47.-,X67.-,Y17.-,
1616,0,光神霉素[光辉霉素](抗肿瘤药),"Mithramycin, Plicamycin",T45.1,X44.-,X64.-,Y14.-,Y43.3
1616,0,硅镁铝(抗酸药),Simaldrate,T47.1,X44.-,X64.-,Y14.-,Y53.1
1616,0,硅酮 NEC,Silicone NEC,T65.8,X49.-,X69.-,Y19.-,
1616,1,药用[二甲硅油],medicinal,T49.3,X44.-,X64.-,Y14.-,Y56.3
1616,0,鬼臼毒素,Podophyllotoxin,T49.8,X44.-,X64.-,Y14.-,Y56.8
1616,0,鬼臼噻吩苷-现译名替尼泊苷,Teniposide,T45.1,X44.-,X64.-,Y14.-,Y43.3
1616,0,鬼臼属(树脂),Podophyllum (resin),T49.4,X44.-,X64.-,Y14.-,Y56.4
1616,0,鬼臼乙叉苷-现译名依托泊苷,Etoposide,T45.1,X44.-,X64.-,Y14.-,Y43.3
1616,0,癸硼烷,Decaborane,T57.8,X49.-,X69.-,Y19.-,
1616,1,烟雾,fumes,T59.8,X47.-,X67.-,Y17.-,
1616,0,癸烟脂(周围血管扩张药),Hepronicate,T46.7,X44.-,X64.-,Y14.-,Y52.7
1616,0,桂利嗪[脑益嗪](抗组胺药),Cinnarizine,T45.0,X44.-,X64.-,Y14.-,Y43.0
1616,0,桂美君(解痉药),Cinnamedrine,T48.5,X44.-,X64.-,Y14.-,Y55.5
1616,0,桂哌齐特(冠脉扩张药),Cinepazide,T46.7,X44.-,X64.-,Y14.-,Y52.7
1616,0,桂油香水,Bay rum,T51.8,X45.-,X65.-,Y15.-,
1616,0,果胶,Pectin,T47.6,X44.-,X64.-,Y14.-,Y53.6
1616,0,果糖[左旋糖](营养药),"Fructose,Levulose",T50.3,X44.-,X64.-,Y14.-,Y54.6
1616,0,过滤乳膏,Filtering cream,T49.3,X44.-,X64.-,Y14.-,Y56.3
1616,0,过氧苯甲酰,Benzoyl peroxide,T49.0,X44.-,X64.-,Y14.-,Y56.0
1616,0,过氧化氢酶,Catalase,T45.3,X44.-,X64.-,Y14.-,Y43.6
1617,0,哈喹诺(抗疟药),Halquinols,T49.0,X44.-,X64.-,Y14.-,Y56.0
1617,0,哈拉西泮(安定药),Halazepam,T42.4,X41.-,X61.-,Y11.-,Y47.1
1617,0,哈特曼溶液[牙本质脱敏剂],Hartmann's solution,T50.3,X44.-,X64.-,Y14.-,Y54.6
1617,0,哈西奈德 -现译名 氯氟舒松,Halcinonide,T49.0,X44.-,X64.-,Y14.-,Y56.0
1617,0,哈希什(印度大麻),Hashish,T40.7,X42.-,X62.-,Y12.-,Y49.6
1617,0,海葱,Squill,T46.0,X44.-,X64.-,Y14.-,Y52.0
1617,1,鼠毒药,rat poison,T60.4,X48.-,X68.-,Y18.-,
1617,0,海葱，鼠毒药,"Scilla, rat poison",T60.4,X48.-,X68.-,Y18.-,
1617,0,海葱次苷(强心药),Proscillaridin,T46.0,X44.-,X64.-,Y14.-,Y52.0
1617,0,海葱苷(强心苷),Scillaren,T60.4,X48.-,X68.-,Y18.-,
1617,0,海克卡因(局部麻醉药),Hexylcaine,T41.3,X44.-,X64.-,Y14.-,Y48.3
1617,0,海克替啶(抗真菌药),Hexetidine,T37.8,X44.-,X64.-,Y14.-,Y41.8
1617,0,海洛因(镇痛药，镇咳药),"Diacetylmorphine, Heroin",T40.1,X42.-,X62.-,Y12.-,Y45.0
1617,0,海鸟粪,Guano,T65.8,X49.-,X69.-,Y19.-,
1617,0,海沙地林[双环己乙烯哌啶],"Hexadiline, Hexadylamine",T46.3,X44.-,X64.-,Y14.-,Y52.3
1617,0,海松碘铵(抗胆碱药，解痉药),Hexasonium iodide,T44.3,X43.-,X63.-,Y13.-,Y51.3
1617,0,海索苯定(冠脉扩张药),Hexobendine,T46.3,X44.-,X64.-,Y14.-,Y52.3
1617,0,海索比妥(镇静催眠药),"Hexobarbital, Enhexymal",T42.3,X41.-,X61.-,Y11.-,Y47.0
1617,1,钠,sodium,T41.1,X44.-,X64.-,Y14.-,Y48.1
1617,1,直肠的,rectal,T41.2,X44.-,X64.-,Y14.-,Y48.2
1617,0,海索那林(支气管扩张药),Hexoprenaline,T48.6,X44.-,X64.-,Y14.-,Y55.6
1617,0,海他西林(抗生素),Hetacillin,T36.0,X44.-,X64.-,Y14.-,Y40.0
1617,0,氦,Helium,T48.7,X44.-,X64.-,Y14.-,Y55.7
1617,0,含钾药,Potassium-retaining drug,T50.3,X44.-,X64.-,Y14.-,Y54.6
1617,0,含金硫化锑,Golden sulfide of antimony,T56.8,X49.-,X69.-,Y19.-,
1617,0,含水羊毛脂,Hydrous wool fat,T49.3,X44.-,X64.-,Y14.-,Y56.3
1617,0,含糖氧化铁,Saccharated iron oxide,T45.8,X44.-,X64.-,Y14.-,Y44.0
1617,0,焊接液体,Soldering fluid,T65.8,X49.-,X69.-,Y19.-,
1617,0,河豚毒素,Tetradotoxin,T61.2,X49.-,X69.-,Y19.-,
1617,0,核黄素-现译名维生素B2,Riboflavin,T45.2,X44.-,X64.-,Y14.-,Y57.7
1617,0,核糖霉素[力普霉素],Ribostamycin,T36.5,X44.-,X64.-,Y14.-,Y40.5
1617,0,褐霉酸[夫西地酸](乙醇胺)(钠),Fusidate (ethanolamine),T36.8,X44.-,X64.-,Y14.-,Y40.8
1617,0,红比霉素,Rubidomycin,T45.1,X44.-,X64.-,Y14.-,Y43.3
1617,0,红汞-现译名汞溴红,"Merbromin,Mercurochrome",T49.0,X44.-,X64.-,Y14.-,Y56.0
1617,0,红海葱(红海葱苷),Red squill (scilliroside),T60.4,X48.-,X68.-,Y18.-,
1617,0,红花油,Safflower oil,T46.6,X44.-,X64.-,Y14.-,Y52.6
1617,0,红霉素(盐),Erythromycin (salts),T36.3,X44.-,X64.-,Y14.-,Y40.3
1617,0,红细胞生成素,Erythropoietin,T45.8,X44.-,X64.-,Y14.-,Y44.1
1617,1,人,human,T45.8,X44.-,X64.-,Y14.-,Y44.1
1617,0,红血细胞，压积的,"Red blood cells, packed",T45.8,X44.-,X64.-,Y14.-,Y44.6
1617,0,后马托品(合成散瞳药),Homatropine,T44.3,X43.-,X63.-,Y13.-,Y51.3
1617,1,甲溴(抗胆碱药，解痉药),methylbromide,T44.3,X43.-,X63.-,Y13.-,Y51.3
1618,0,呼吸系统用药NEC,Respiratory drug NEC,T48.7,X44.-,X64.-,Y14.-,Y55.7
1618,1,抗感冒的 NEC,anti-common-cold NEC,T48.5,X44.-,X64.-,Y14.-,Y55.5
1618,1,祛痰的NEC,expectorant NEC,T48.4,X44.-,X64.-,Y14.-,Y55.4
1618,1,兴奋剂,stimulant,T48.7,X44.-,X64.-,Y14.-,Y55.7
1618,1,止喘的NEC,antiasthmatic NEC,T48.6,X44.-,X64.-,Y14.-,Y55.6
1618,0,胡椒其丁醚,Piperonyl butoxide,T60.8,X48.-,X68.-,Y18.-,
1618,0,胡萝卜素,Carotene,T45.2,X44.-,X64.-,Y14.-,Y57.7
1618,0,胡莫柳酯(遮光药),Homosalate,T49.3,X44.-,X64.-,Y14.-,Y56.3
1618,0,糊精铁(抗贫血药),Dextriferron,T45.4,X44.-,X64.-,Y14.-,Y44.0
1618,0,琥布宗(抗炎镇痛药),Suxibuzone,T39.2,X40.-,X60.-,Y10.-,Y45.8
1618,0,琥珀胆碱[丁二酰胆碱],Succinylcholine,T48.1,X44.-,X64.-,Y14.-,Y55.1
1618,0,琥乙氯铵(神经肌肉阻断药),Suxethonium (chloride),T48.1,X44.-,X64.-,Y14.-,Y55.1
1618,0,琥珀酰磺胺噻唑[琥磺噻唑],Succinylsulfathiazole,T37.0,X44.-,X64.-,Y14.-,Y41.0
1618,0,护肤脂,Barrier cream,T49.3,X44.-,X64.-,Y14.-,Y56.3
1618,0,花生油,Arachis oil,T49.3,X44.-,X64.-,Y14.-,Y56.3
1618,0,华法林[丙酮苄羟香豆素],Warfarin,T45.5,X44.-,X64.-,Y14.-,Y44.2
1618,1,灭鼠剂,rodenticide,T60.4,X48.-,X68.-,Y18.-,
1618,0,滑石粉,Talc powder,T49.3,X44.-,X64.-,Y14.-,Y56.3
1618,0,化学制剂NEC,Chemical substance NEC,T65.9,X49.-,X69.-,Y19.-,
1618,0,化妆品,Cosmetics,T49.8,X44.-,X64.-,Y14.-,Y56.8
1618,0,化妆品制剂,Cosmetic preparation,T49.8,X44.-,X64.-,Y14.-,Y56.8
1618,0,环氨酸盐,Cyclamate,T50.9,X44.-,X64.-,Y14.-,Y57.4
1618,0,环巴比妥(镇静安眠药),Hexemal,T42.3,X41.-,X61.-,Y11.-,Y47.0
1618,0,环巴比妥-氨基比林,Cyclopyrabital,T39.8,X40.-,X60.-,Y10.-,Y45.8
1618,0,环孢素(免疫抑制药),"Ciclosporin, Cyclosporin",T45.1,X44.-,X64.-,Y14.-,Y43.4
1618,0,环苯扎林(抗抑郁药),Cyclobenzaprine,T48.1,X44.-,X64.-,Y14.-,Y55.1
1618,0,环吡司胺-现译名环吡酮胺,Ciclopirox (olamine),T49.0,X44.-,X64.-,Y14.-,Y56.0
1618,0,环吡酮胺[环吡司胺],Ciclopirox (olamine),T49.0,X44.-,X64.-,Y14.-,Y56.0
1618,0,环扁桃酯(周围血管扩张药),Cyclandelate,T46.7,X44.-,X64.-,Y14.-,Y52.7
1618,0,环丙贝特(降血脂药),Ciprofibrate,T46.6,X44.-,X64.-,Y14.-,Y52.6
1618,0,环丙氟哌酸-现译名环丙沙星,Ciprofloxacin,T36.8,X44.-,X64.-,Y14.-,Y40.8
1618,0,环丙沙星|环丙氟哌酸](抗菌药),Ciprofloxacin,T36.8,X44.-,X64.-,Y14.-,Y40.8
1618,0,环丙烷[三甲烯](麻醉药),Cyclopropane,T41.2,X44.-,X64.-,Y14.-,Y48.2
1618,0,环丙孕酮(雄激素拮抗药),Cyproterone,T38.6,X44.-,X64.-,Y14.-,Y42.6
1618,0,环庚比妥(镇静催眠药),Heptabarb,T42.3,X41.-,X61.-,Y11.-,Y47.0
1618,0,环庚二烯,Cycloheptadiene,T43.2,X41.-,X61.-,Y11.-,Y49.2
1618,0,环己巴比妥(镇静安眠药),"Ciclobarbital, Cyclobarbital",T42.3,X41.-,X61.-,Y11.-,Y47.0
1618,0,环己醇(消毒防腐剂),Cyclohexanol,T51.8,X45.-,X65.-,Y15.-,
1618,0,环己酮,Cyclohexanone,T52.4,X46.-,X66.-,Y16.-,
1618,0,环己烷,Cyclohexane,T52.8,X46.-,X66.-,Y16.-,
1618,0,环己西林(抗生素),"Ciclacillin, Cyclacillin",T36.0,X44.-,X64.-,Y14.-,Y40.0
1618,0,环己酰亚胺-现译名放线菌酮,Cycloheximide,T60.3,X48.-,X68.-,Y18.-,
1618,0,环己亚硝脲-现译名洛莫司汀,Lomustine,T45.1,X44.-,X64.-,Y14.-,Y43.3
1618,0,环亮氨酸(抗肿瘤药),Cycloleucin,T45.1,X44.-,X64.-,Y14.-,Y43.3
1618,0,环磷酰胺,Cyclophosphamide,T45.1,X44.-,X64.-,Y14.-,Y43.3
1619,0,环硫雄醇(抗雄激素药),Epitiostanol,T38.7,X44.-,X64.-,Y14.-,Y42.7
1619,0,环六亚甲基,Hexamethylene,T52.8,X46.-,X66.-,Y16.-,
1619,0,环氯茚酸(抗炎镇痛药),Clidanac,T39.3,X40.-,X60.-,Y10.-,Y45.3
1619,0,环美卡因(局部麻醉剂),Cyclomethycaine,T41.3,X44.-,X64.-,Y14.-,Y48.3
1619,0,环喷托酯[环戊通][赛克罗奇],Cyclopentolate,T44.3,X43.-,X63.-,Y13.-,Y51.3
1619,0,环噻嗪(利尿剂),Cyclothiazide,T50.2,X44.-,X64.-,Y14.-,Y54.3
1619,0,环丝氨酸(抗结核药),Cycloserine,T37.1,X44.-,X64.-,Y14.-,Y41.1
1619,0,环戊二烯钛,Titanocene,T65.8,X49.-,X69.-,Y19.-,
1619,0,环戊君(抗胆碱药，散瞳药),Cyclodrine,T44.3,X43.-,X63.-,Y13.-,Y51.3
1619,0,环戊噻嗪(利尿剂),Cyclopenthiazide,T50.2,X44.-,X64.-,Y14.-,Y54.3
1619,0,环戊通- 现译名 环喷托酯,Cyclopentolate,T44.3,X43.-,X63.-,Y13.-,Y51.3
1619,0,环烟酯(血管扩张药),Ciclonicate,T46.7,X44.-,X64.-,Y14.-,Y52.7
1619,0,环氧树脂,Epoxy resin,T65.8,X49.-,X69.-,Y19.-,
