page,level,name_zh,name_en,poisoning_chapter19,accidental,intentional_self_harm,undetermined_intent,treatment_adverse_effect
1619,0,环佐辛(镇痛药),Cyclazocine,T50.7,X44.-,X64.-,Y14.-,Y50.1
1619,0,还原剂，工业的NEC,"Reducing agent, industrial",T65.8,X49.-,X69.-,Y19.-,
1619,0,缓和药[润药](外用),Demulcent (external),T49.3,X44.-,X64.-,Y14.-,Y56.3
1619,1,特指的NEC,specified NEC,T49.3,X44.-,X64.-,Y14.-,Y56.3
1619,0,黄夹次苷(强心药),Peruvoside,T46.0,X44.-,X64.-,Y14.-,Y52.0
1619,0,黄蓍胶,Tragacanth,T50.9,X44.-,X64.-,Y14.-,Y57.4
1619,0,黄曲霉毒素,Aflatoxin,T64,X49.-,X69.-,Y19.-,
1619,0,黄色,Yellow,,,,,
1619,1,(黄)热病疫苗,fever vaccine,T50.9,X44.-,X64.-,Y14.-,Y59.0
1619,1,酚酞,phenolphthalein,T47.2,X44.-,X64.-,Y14.-,Y53.2
1619,0,黄素腺嘌呤二核苷酸,Flavine adenine dinucleotide,T45.2,X44.-,X64.-,Y14.-,Y57.7
1619,0,黄体生成素,Luteinizing hormone,T38.8,X44.-,X64.-,Y14.-,Y42.8
1619,0,黄体酮 - 现译名 孕酮,Progesterone,T38.5,X44.-,X64.-,Y14.-,Y42.5
1619,0,黄铜(烟雾),Brass (fumes),T56.8,X49.-,X69.-,Y19.-,
1619,0,黄酮哌酯(解痉药),Flavoxate,T44.3,X43.-,X63.-,Y13.-,Y51.3
1619,0,黄酮酸(毛细血管保护药),Flavodic acid,T46.9,X44.-,X64.-,Y14.-,Y52.9
1619,0,磺胺[氨苯磺胺]NEC,"Sulfanilamide, Sulfonamide",T37.0,X44.-,X64.-,Y14.-,Y41.0
1619,0,磺胺苯吡唑,Sulfaphenazole,T37.0,X44.-,X64.-,Y14.-,Y41.0
1619,0,磺胺苯砜钠(磺胺药),Sulfadiasulfone sodium,T37.0,X44.-,X64.-,Y14.-,Y41.0
1619,0,磺胺吡啶(磺胺药),Sulphapyridine,T37.0,X44.-,X64.-,Y14.-,Y41.0
1619,0,磺胺对甲氧嘧啶(磺胺药),Sulfameter,T37.0,X44.-,X64.-,Y14.-,Y41.0
1619,0,磺胺多辛[周效磺胺](磺胺药),Sulfadoxine,T37.0,X44.-,X64.-,Y14.-,Y41.0
1619,1,伴有乙胺嘧啶,with pyrimethamine,T37.2,X44.-,X64.-,Y14.-,Y41.2
1619,0,磺胺二甲基异噁唑-现译名,Sulfisoxazole,T37.0,X44.-,X64.-,Y14.-,Y41.0
1619,0,磺胺地索辛,Sulfadimethoxine,T37.0,X44.-,X64.-,Y14.-,Y41.0
1619,0,磺胺二甲嘧啶,Sulphadimidine,T37.0,X44.-,X64.-,Y14.-,Y41.0
1620,0,磺胺二甲异嘧啶 - 现译名,"Sulfisomidine, Sulfadimidine",T37.0,X44.-,X64.-,Y14.-,Y41.0
1620,0,磺胺脒[克痢定](磺胺药),Sulfaguanidine,T37.0,X44.-,X64.-,Y14.-,Y41.0
1620,0,磺胺甲二唑,Sulfamethizole,T37.0,X44.-,X64.-,Y14.-,Y41.0
1620,0,磺胺甲嘧啶,Sulfamethazine,T37.0,X44.-,X64.-,Y14.-,Y41.0
1620,0,磺胺甲噻二唑,Sulphamethizole,T37.0,X44.-,X64.-,Y14.-,Y41.0
1620,0,磺胺甲噁唑,Sulphamethoxazole,T37.0,X44.-,X64.-,Y14.-,Y41.0
1620,0,磺胺甲氧嗪[长效磺胺],Sulfamethoxypyridazine,T37.0,X44.-,X64.-,Y14.-,Y41.0
1620,0,磺胺间二甲氧嘧啶,Sulphadimethoxine,T37.0,X44.-,X64.-,Y14.-,Y41.0
1620,0,磺胺间甲氧嘧啶,Sulfamonomethoxine,T37.0,X44.-,X64.-,Y14.-,Y41.0
1620,0,磺胺均三嗪,Sulfasymazine,T37.0,X44.-,X64.-,Y14.-,Y41.0
1620,0,磺胺林(磺胺药),Sulfalene,T37.0,X44.-,X64.-,Y14.-,Y41.0
1620,0,磺胺氯达嗪(磺胺药),Sulfachlorpyridazine,T37.0,X44.-,X64.-,Y14.-,Y41.0
1620,0,磺胺洛西酸(磺胺药),"Sulfaloxate, Sulfaloxic acid",T37.0,X44.-,X64.-,Y14.-,Y41.0
1620,0,磺胺马奈(磺胺药),Sulfamozone,T39.2,X40.-,X60.-,Y10.-,
1620,0,磺胺米隆(磺胺药),Mafenide,T49.0,X44.-,X64.-,Y14.-,Y56.0
1620,0,磺胺嘧啶(磺胺药),"Sulfadiazine,Sulphadiazine",T37.0,X44.-,X64.-,Y14.-,Y41.0
1620,0,磺胺培林,Sulfaperin,T37.0,X44.-,X64.-,Y14.-,Y41.0
1620,0,磺胺普罗林,Sulfaproxyline,T37.0,X44.-,X64.-,Y14.-,Y41.0
1620,0,磺胺噻唑,Sulfathiazole,T37.0,X44.-,X64.-,Y14.-,Y41.0
1620,0,磺胺索嘧啶[磺胺二甲异嘧啶],"Sulfisomidine, Sulfadimidine",T37.0,X44.-,X64.-,Y14.-,Y41.0
1620,0,磺胺噁唑(抗菌药),Sulfamethoxazole,T37.0,X44.-,X64.-,Y14.-,Y41.0
1620,1,伴有甲氧苄啶,with trimethoprim,T36.8,X44.-,X64.-,Y14.-,Y40.8
1620,1,眼,eye,T49.5,X44.-,X64.-,Y14.-,Y56.5
1620,0,磺胺西汀(磺胺药),Sulfacitine,T37.0,X44.-,X64.-,Y14.-,Y41.0
1620,0,磺胺异噁唑[磺胺二甲基异噁唑],"Sulfafurazole, Sulphafurazole",T37.0,X44.-,X64.-,Y14.-,Y41.0
1620,0,磺吡酮(抗痛风药),Sulfinpyrazone,T50.4,X44.-,X64.-,Y14.-,Y54.8
1620,0,磺苄西林[硫代苯基青霉素] (抗生素),Sulbenicillin,T36.0,X44.-,X64.-,Y14.-,Y40.0
1620,0,磺醋酰胺 - 现译名 磺胺醋酰,Sulfacetamide,T49.5,X44.-,X64.-,Y14.-,Y56.5
1620,0,磺胺醋酰[磺醋酰胺](磺胺药),Sulfacetamide,T49.5,X44.-,X64.-,Y14.-,Y56.5
1620,0,磺达嗪(抗精神病药),Sulforidazine,T43.3,X41.-,X61.-,Y11.-,Y49.3
1620,0,磺酚丁(导泻药),Sulisatin,T47.2,X44.-,X64.-,Y14.-,Y53.2
1620,0,磺乙酸十二脂,Lauryl sulfoacetate,T49.2,X44.-,X64.-,Y14.-,Y56.2
1620,0,磺溴酞(钠)(诊断用药),Bromsulfophthalein,T50.8,X44.-,X64.-,Y14.-,Y57.6
1620,0,灰黄霉素(抗生素),Griseofulvin,T36.7,X44.-,X64.-,Y14.-,Y40.7
1620,0,回苏灵-现译名二甲弗林,Dimefline,T50.7,X44.-,X64.-,Y14.-,Y50.0
1620,0,茴香胺,Anisidine,T65.3,X49.-,X69.-,Y19.-,
1620,0,茴茚二酮(抗生素),Anisindione,T45.5,X44.-,X64.-,Y14.-,Y44.2
1620,0,活性炭,Activated charcoal,T47.6,X44.-,X64.-,Y14.-,Y53.6
1621,0,火炉(煤燃烧)(家用)，工业产生的气体,"Furnace (coal burning) (domestic), gas from industrial",T58,X47.-,X67.-,Y17.-,
1621,0,火炉气体,Stove gas,T58,X47.-,X67.-,Y17.-,
1621,0,火棉[二硝化纤维素](药用辅料),"Pyroxylin, Nitrocellulose",T49.3,X44.-,X64.-,Y14.-,Y56.3
1621,0,火棉胶剂,Collodion,T49.3,X44.-,X64.-,Y14.-,Y56.3
1621,0,霍乱菌苗,Cholera vaccine,T50.9,X44.-,X64.-,Y14.-,Y58.2
1622,0,九一四-现译名新胂凡纳明,Neoarsphenamine,T37.8,X44.-,X64.-,Y14.-,Y41.8
1622,0,肌安宁-现译名卡立普多,Carisoprodol,T42.8,X41.-,X61.-,Y11.-,Y46.8
1622,0,肌醇,Inositol,T50.9,X44.-,X64.-,Y14.-,Y57.1
1622,1,烟酸酯,nicotinate,T46.7,X44.-,X64.-,Y14.-,Y52.7
1622,0,"肌肉松弛药 - 见 松弛药, 肌肉","Muscle relaxant - see Relaxant, muscle",T42.8,X41.-,X61.-,Y11.-,
1622,0,肌肉紧张抑制药，中枢NEC,Muscle-tone depressant,T42.8,X41.-,X61.-,Y11.-,Y46.8
1622,1,特指的NEC,specified NEC,T42.8,X41.-,X61.-,Y11.-,Y46.8
1622,0,肌肉作用药NEC,Muscle-action drug NEC,T48.2,X44.-,X64.-,Y14.-,Y55.2
1622,0,鸡油菌黄质-现译名眦黄质,Canthaxanthin,T50.9,X44.-,X64.-,Y14.-,Y57.8
1622,0,激动药(剂)[显效药(剂)],Agonist,,,,,
1622,1,主要为,predominantly,,,,,
1622,2,α肾上腺素能受体,a-adrenoreceptor,T44.4,X43.-,X63.-,Y13.-,Y51.4
1622,2,β肾上腺素能受体,β-adrenoreceptor,T44.5,X43.-,X63.-,Y13.-,Y51.5
1622,0,激素NEC,Hormone NEC,T38.8,X44.-,X64.-,Y14.-,Y42.8
1622,1,癌治疗,cancer therapy,T45.1,X44.-,X64.-,Y14.-,Y43.3
1622,1,垂体后叶NEC,pituitary (posterior) NEC,T38.8,X44.-,X64.-,Y14.-,Y42.8
1622,1,垂体前叶NEC,anterior pituitary NEC,T38.8,X44.-,X64.-,Y14.-,Y42.8
1622,1,催产,oxytocic,T48.0,X44.-,X64.-,Y14.-,Y55.0
1622,1,黄体化,luteinizing,T38.8,X44.-,X64.-,Y14.-,Y42.8
1622,1,甲状腺,thyroid,T38.1,X44.-,X64.-,Y14.-,Y42.1
1622,1,抗利尿,antidiuretic,T38.8,X44.-,X64.-,Y14.-,Y42.8
1622,1,卵巢,ovarian,T38.5,X44.-,X64.-,Y14.-,Y42.5
1622,1,雄性,androgenic,T38.7,X44.-,X64.-,Y14.-,Y42.7
1622,0,激肽释放酶,Kallikrein,T46.7,X44.-,X64.-,Y14.-,Y52.7
1622,0,吉法酯(解痉药),Gefarnate,T44.3,X43.-,X63.-,Y13.-,Y51.3
1622,0,吉非贝齐(降血脂药),Gemfibrozil,T46.6,X44.-,X64.-,Y14.-,Y52.6
1622,0,吉美前列素(子宫收缩药),Gemeprost,T48.0,X44.-,X64.-,Y14.-,Y55.0
1622,0,吉培福林(升压药),Gepefrine,T44.4,X43.-,X63.-,Y13.-,Y51.4
1622,0,吉他林(洋地黄中的一种苷),Gitalin,T46.0,X44.-,X64.-,Y14.-,Y52.0
1622,1,非晶形的,amorphous,T46.0,X44.-,X64.-,Y14.-,Y52.0
1622,0,吉他洛辛(强心药),Gitaloxin,T46.0,X44.-,X64.-,Y14.-,Y52.0
1622,0,吉他霉素,Kitasamycin,T36.3,X44.-,X64.-,Y14.-,Y40.3
1622,0,己丙氨酯(安定药),Hexapropymate,T42.6,X41.-,X61.-,Y11.-,Y47.8
1622,0,己二烯雌酚,"Dienoestrol,Dienestrol",T38.5,X44.-,X64.-,Y14.-,Y42.5
1622,0,己环铵(解痉药),Hexocyclium,T44.3,X43.-,X63.-,Y13.-,Y51.3
1622,1,甲硫(抗胆碱药),metilsulfate,T44.3,X43.-,X63.-,Y13.-,Y51.3
1622,0,己基间苯二酚-现译名,Hexylresorcinol,T52.2,X46.-,X66.-,Y16.-,
1622,0,己可可碱-现译名喷替茶碱,Pentifylline,T46.7,X44.-,X64.-,Y14.-,Y52.7
1622,0,己雷琐辛[己基间苯二酚],Hexylresorcinol,T52.2,X46.-,X66.-,Y16.-,
1622,0,己脒定(消毒防腐剂),Hexamidine,T49.0,X44.-,X64.-,Y14.-,Y56.0
1622,0,己酸孕诺酮,Gestonorone caproate,T38.5,X44.-,X64.-,Y14.-,Y42.5
1623,0,己酮，2-己酮,"Hexanone, 2-hexanone",T52.4,X46.-,X66.-,Y16.-,
1623,0,己酮可可碱(血管扩张药),Pentoxifylline,T46.7,X44.-,X64.-,Y14.-,Y52.7
1623,0,己烷雌酚[己雌酚],Hexestrol,T38.5,X44.-,X64.-,Y14.-,Y42.5
1623,0,己芴溴铵[溴化己芴铵](解痉药),Hexafluronium (bromide),T48.1,X44.-,X64.-,Y14.-,Y55.1
1623,0,己烯雌酚,"Stilboestrol, Stilbestrol",T38.5,X44.-,X64.-,Y14.-,Y42.5
1623,0,脊髓灰质炎疫苗(生物制品),Poliomyelitis vaccine,T50.9,X44.-,X64.-,Y14.-,Y59.0
1623,0,季铵-现译名 四价铵,Quaternary ammonium,T44.3,X43.-,X63.-,Y13.-,Y51.3
1623,0,加贝酯(蛋白酶抑制药),Gabexate,T45.6,X44.-,X64.-,Y14.-,Y44.3
1623,0,加碘(罂粟籽)油,Iodized (poppy seed) oil,T50.8,X44.-,X64.-,Y14.-,Y57.5
1623,0,加兰他敏(抗胆碱酯药),Galantamine,T44.0,X43.-,X63.-,Y13.-,Y51.0
1623,0,加压素(神经垂体激素类),Vasopressin,T38.8,X44.-,X64.-,Y14.-,Y42.8
1623,0,夹竹桃,"Oleander, Nerium oleander",T62.2,X49.-,X69.-,Y19.-,
1623,0,家具抛光剂,Furniture polish,T65.8,X49.-,X69.-,Y19.-,
1623,0,家庭用气体,Domestic gas,T58,X47.-,X67.-,Y17.-,
1623,0,荚膜组织胞浆菌素 - 现译名,Histoplasmin,T50.8,X44.-,X64.-,Y14.-,Y57.6
1623,0,甲(基),Methyl,,,,,
1623,1,苯,"benzol, benzene",T52.2,X46.-,X66.-,Y16.-,
1623,1,苯甲酸(甲酯),benzoate,T52.8,X46.-,X66.-,Y16.-,
1623,1,丙基甲醇,propylcarbinol,T51.3,X45.-,X65.-,Y15.-,
1623,1,丙酮,acetone,T52.4,X46.-,X66.-,Y16.-,
1623,1,丙烯酸(甲酯),acrylate,T65.8,X49.-,X69.-,Y19.-,
1623,1,醇,alcohol,T51.1,X45.-,X65.-,Y15.-,
1623,1,醋酸环己烷,cyclohexyl acetate,T52.8,X46.-,X66.-,Y16.-,
1623,1,碘(甲烷),iodide,T65.8,X49.-,X69.-,Y19.-,
1623,1,丁醇,butanol,T51.3,X45.-,X65.-,Y15.-,
1623,1,对氨基苯酚,aminophenol,T65.3,X49.-,X69.-,Y19.-,
1623,1,对硫磷(有机磷杀虫药),parathion,T60.0,X48.-,X68.-,Y18.-,
1623,1,环己醇,cyclohexanol,T51.8,X45.-,X65.-,Y15.-,
1623,1,环己酮,cyclohexanone,T52.8,X46.-,X66.-,Y16.-,
1623,1,环己烷,cyclohexane,T52.8,X46.-,X66.-,Y16.-,
1623,1,环己亚硝脲[赛氮芥],CCNU,T45.1,X44.-,X64.-,Y14.-,Y43.3
1623,1,(抗肿瘤药),hydrazine,T65.8,X49.-,X69.-,Y19.-,
1623,1,硫醇,mercaptan,T59.8,X47.-,X67.-,Y17.-,
1623,1,硫酸(甲酯)(烟雾),sulfate (fumes),T59.8,X47.-,X67.-,Y17.-,
1623,2,液体,liquid,T52.8,X46.-,X66.-,Y16.-,
1623,1,氯(甲烷)(气体),chloride (gas),T59.8,X47.-,X67.-,Y17.-,
1623,1,氯甲酸(甲酯),chloroformate,T59.3,X47.-,X67.-,Y17.-,
1623,1,内吸磷[地灭通],demeton,T60.0,X48.-,X68.-,Y18.-,
1623,1,葡萄糖胺锑酸(甲酯),glucamine antimonate,T37.8,X44.-,X64.-,Y14.-,Y41.8
1623,1,羟苯(甲酯),paraben,T49.0,X44.-,X64.-,Y14.-,Y56.0
1623,1,水杨酸(甲酯),salicylate,T49.2,X44.-,X64.-,Y14.-,Y56.2
1623,1,碳酸(二甲酯),carbonate,T52.8,X46.-,X66.-,Y16.-,
1624,0,甲(基)——续前页,Methyl——continued,,,,,
1624,1,溴(甲烷)(气体),bromide (gas),T59.8,X47.-,X67.-,Y17.-,
1624,2,熏剂,fumigant,T60.8,X48.-,X68.-,Y18.-,
1624,1,烟酸(甲酯),nicotinate,T49.4,X44.-,X64.-,Y14.-,Y56.4
1624,1,乙酸(甲酯),acetate,T52.4,X46.-,X66.-,Y16.-,
1624,1,乙酮(甲酯),ethyl ketone,T52.4,X46.-,X66.-,Y16.-,
1624,1,异丁基(甲酮),isobutyl ketone,T52.4,X46.-,X66.-,Y16.-,
1624,1,异硫氰酸(甲酯),isothiocyanate,T60.3,X48.-,X68.-,Y18.-,
1624,0,甲氨蝶呤[氨甲蝶呤](抗肿瘤药),Methotrexate,T45.1,X44.-,X64.-,Y14.-,Y43.1
1624,0,甲氨甲酸萘酯-现译名 卡巴立,"Carbaril, Carbaryl",T60.0,X48.-,X68.-,Y18.-,
1624,0,甲巴比妥 - 现译名 美沙比妥,Metharbital,T42.3,X41.-,X61.-,Y11.-,Y47.0
1624,0,甲拌磷,Phorate,T60.0,X48.-,X68.-,Y18.-,
1624,0,甲苯(液体),"Toluene,Toluol (liquid)",T52.2,X46.-,X66.-,Y16.-,
1624,1,二异氰酸,diisocyanate,T65.0,X49.-,X69.-,Y19.-,
1624,1,蒸气,vapor,T52.2,X46.-,X66.-,Y16.-,
1624,0,甲苯胺[氨基甲苯],Toluidine,T65.8,X49.-,X69.-,Y19.-,
1624,1,蒸气,vapor,T59.8,X47.-,X67.-,Y17.-,
1624,0,甲苯比妥(镇静催眠药),"Mephobarbital, Phemitone",T42.3,X41.-,X61.-,Y11.-,Y47.0
1624,0,甲苯醇胺(抗组胺药),Mephenhydramine,T45.0,X44.-,X64.-,Y14.-,Y43.0
1624,0,甲苯哒唑(抗蠕虫药),Mebendazole,T37.4,X44.-,X64.-,Y14.-,Y41.4
1624,0,甲苯丁酯,Butyltoluene,T52.2,X46.-,X66.-,Y16.-,
1624,0,甲苯二胺,Toluylenediamine,T65.3,X49.-,X69.-,Y19.-,
1624,0,甲苯磺丁脲[甲糖宁](钠)(降糖药),Tolbutamide (sodium),T38.3,X44.-,X64.-,Y14.-,Y42.3
1624,0,甲苯噁酮-现译名托洛沙酮,Toloxatone,T42.6,X41.-,X61.-,Y11.-,Y47.8
1624,0,甲吡酮-现译名美替拉酮,Metyrapone,T50.8,X44.-,X64.-,Y14.-,Y57.6
1624,0,甲苄咔啉-现译名美海屈林,Mebhydrolin,T45.0,X44.-,X64.-,Y14.-,Y43.0
1624,0,甲苄索氯铵(消毒防腐剂),Methylbenzethonium,T49.0,X44.-,X64.-,Y14.-,Y56.0
1624,0,甲丙氨酯[氨甲丙二酯],Meprobamate,T43.5,X41.-,X61.-,Y11.-,Y49.5
1624,0,甲醇(蒸气),"Methanol, Carbinol (vapor)",T51.1,X45.-,X65.-,Y15.-,
1624,0,甲醋唑胺-现译名醋甲唑胺,Methazolamide,T50.2,X44.-,X64.-,Y14.-,Y54.2
1624,0,甲地高辛(强心药),Metildigoxin,T46.0,X44.-,X64.-,Y14.-,Y52.0
1624,0,甲地嗪(抗组胺药),Methdilazine,T43.3,X41.-,X61.-,Y11.-,Y49.3
1624,0,甲地孕酮,Megestrol,T38.5,X44.-,X64.-,Y14.-,Y42.5
1624,0,甲泛葡胺(诊断用药),Metrizamide,T50.8,X44.-,X64.-,Y14.-,Y57.5
1624,0,甲泛影酸(诊断用药),Metrizoic acid,T50.8,X44.-,X64.-,Y14.-,Y57.5
1624,0,甲芬那酸(抗炎镇痛药),Mefenamic acid,T39.3,X40.-,X60.-,Y10.-,Y45.3
1624,0,甲酚[煤酚](消毒防腐剂),"Cresol(s), Cresylic acid",T49.0,X44.-,X64.-,Y14.-,Y56.0
1624,1,和肥皂溶液,and soap solution,T49.0,X44.-,X64.-,Y14.-,Y56.0
1624,0,甲砜哒嗪-现译名美索达嗪,Mesoridazine,T43.3,X41.-,X61.-,Y11.-,Y49.3
1624,0,甲砜霉素(抗生素),Thiamphenicol,T36.2,X44.-,X64.-,Y14.-,Y40.2
1624,0,甲氟喹(抗疟药),Mefloquine,T37.2,X44.-,X64.-,Y14.-,Y41.2
1624,0,甲氟磷(杀虫药),Dimefox,T60.0,X48.-,X68.-,Y18.-,
1624,0,甲氟哌酸 - 现译名 培氟沙星,Pefloxacin,T37.8,X44.-,X64.-,Y14.-,Y41.8
1624,0,甲福明-现译名二甲双胍,Metformin,T38.3,X44.-,X64.-,Y14.-,Y42.3
1625,0,甲睾酮,Methyltestosterone,T38.7,X44.-,X64.-,Y14.-,Y42.7
1625,0,甲钴胺(抗贫血药),Mecobalamin,T45.8,X44.-,X64.-,Y14.-,Y44.1
1625,0,甲海葱次苷(强心药),Meproscillarin,T46.0,X44.-,X64.-,Y14.-,Y52.0
1625,0,甲琥胺(镇癫痫药),"Methsuximide, Mesuximide",T42.2,X41.-,X61.-,Y11.-,Y46.0
1625,0,甲磺比林(解热镇痛药),Sulfamidopyrine,T39.2,X40.-,X60.-,Y10.-,Y45.8
1625,0,甲磺灭脓(局部用磺胺药),Maphenide,T49.0,X44.-,X64.-,Y14.-,Y56.0
1625,0,甲磺酸二氢麦角胺,Ergoloid mesylates,T46.7,X44.-,X64.-,Y14.-,Y52.7
1625,0,甲磺烟肼[异烟肼甲磺酸],Methaniazide,T37.1,X44.-,X64.-,Y14.-,Y41.1
1625,0,甲基一〇五九-现译名,Methyl demeton,T60.0,X48.-,X68.-,Y18.-,
1625,0,甲基对硫磷,Metaphos,T60.0,X48.-,X68.-,Y18.-,
1625,0,甲基多巴(降压药),Methyldopa,T46.5,X44.-,X64.-,Y14.-,Y52.5
1625,0,甲基多巴乙酯,Methyldopate,T46.5,X44.-,X64.-,Y14.-,Y52.5
1625,0,甲基化酒精,Methylated spirit,T51.1,X45.-,X65.-,Y15.-,
1625,0,甲基聚硅氧烷 - 现译名,Methylpolysiloxane,T47.1,X44.-,X64.-,Y14.-,Y53.1
1625,0,甲基吗啡-现译名 可待因,Methylmorphine,T40.2,X42.-,X62.-,Y12.-,Y45.0
1625,0,甲基麦角新碱(子宫收缩药),Methylergonovine,T48.0,X44.-,X64.-,Y14.-,Y55.0
1625,0,甲基玫瑰苯胺,Methylrosaniline,T49.0,X44.-,X64.-,Y14.-,Y56.0
1625,0,甲基内吸磷[甲基一〇五九],Methyl demeton,T60.0,X48.-,X68.-,Y18.-,
1625,0,甲基前列腺素E2a,Carboprost,T48.0,X44.-,X64.-,Y14.-,Y55.0
1625,0,甲基强的松龙- 现译名,Methylprednisolone,T49.0,X44.-,X64.-,Y14.-,Y56.0
1625,0,甲基纤维素(导泻药),Methylcellulose,T47.4,X44.-,X64.-,Y14.-,Y53.4
1625,1,轻泻药,laxative,T47.4,X44.-,X64.-,Y14.-,Y53.4
1625,0,甲基乙基酮,MEK (methyl ethyl ketone),T52.4,X46.-,X66.-,Y16.-,
1625,0,甲基乙基纤维素乳化剂,Methylethyl cellulose,T50.9,X44.-,X64.-,Y14.-,Y57.4
1625,0,甲亢平-现译名卡比马唑,Carbimazole,T38.2,X44.-,X64.-,Y14.-,Y42.2
1625,0,甲酷氨酸(降压药),Metirosine,T46.5,X44.-,X64.-,Y14.-,Y52.5
1625,0,甲喹吩嗪-现译名美喹他嗪,Mequitazine,T43.3,X41.-,X61.-,Y11.-,Y49.3
1625,0,甲喹酮(复合物)(催眠药),Methaqualone (compound),T42.6,X41.-,X61.-,Y11.-,Y47.8
1625,0,甲硫阿美铵(升压药),Amezinium metilsulfate,T44.9,X43.-,X63.-,Y13.-,Y51.9
1625,0,甲硫氨酸- 现译名 蛋氨酸,Methionine,T50.9,X44.-,X64.-,Y14.-,Y57.1
1625,0,甲硫贝弗宁(解痉药),Bevonium metilsulfate,T44.3,X43.-,X63.-,Y13.-,Y51.3
1625,0,甲硫醇,Methanethiol,T59.8,X47.-,X67.-,Y17.-,
1625,0,甲硫哒嗪-现译名 硫利达嗪,Thioridazine,T43.3,X41.-,X61.-,Y11.-,Y49.3
1625,0,甲硫芬(抗疥螨，止痒药),Mesulfen,T49.0,X44.-,X64.-,Y14.-,Y56.0
1625,0,甲硫利马唑(镇痛药，镇静药),Rimazolium metilsulfate,T39.8,X40.-,X60.-,Y10.-,Y45.8
1625,0,甲硫米特(抗组胺药),Metiamide,T47.1,X44.-,X64.-,Y14.-,Y53.1
1625,0,甲硫噻丙铵,Thiazinamium metilsulfate,T43.3,X41.-,X61.-,Y11.-,Y49.3
1625,0,甲硫氧嘧啶[甲基硫脲嘧啶],Methylthiouracil,T38.2,X44.-,X64.-,Y14.-,Y42.2
1625,0,甲氯苯氧乙酸,Methylchlorophenoxyacetic,T60.3,X48.-,X68.-,Y18.-,
1625,0,甲氯芬那酸(抗炎镇痛药),Meclofenamic acid,T39.3,X40.-,X60.-,Y10.-,Y45.3
1626,0,甲氯芬酯(精神兴奋药),Meclofenoxate,T43.6,X41.-,X61.-,Y11.-,Y49.7
1626,0,甲氯环素,Meclocycline,T36.4,X44.-,X64.-,Y14.-,Y40.4
1626,0,甲氯灭酸(非甾体抗炎药),Meclofenamate,T39.3,X40.-,X60.-,Y10.-,Y45.3
1626,0,甲氯噻嗪(利尿剂),Methyclothiazide,T50.2,X44.-,X64.-,Y14.-,Y54.3
1626,0,甲麦角林(5-羟色胺拮抗药),Metergoline,T42.8,X41.-,X61.-,Y11.-,Y46.7
1626,0,甲麦角新碱(子宫收缩药),Methylergometrine,T48.0,X44.-,X64.-,Y14.-,Y55.0
1626,0,甲萘二酚 - 现译名 甲萘氢醌,Menadiol,T45.7,X44.-,X64.-,Y14.-,Y44.3
1626,0,甲萘醌[维生素K3](止血药),"Menaphthone, Menadione",T45.7,X44.-,X64.-,Y14.-,Y44.3
1626,1,亚硫酸氢钠,sodium bisulfite,T45.7,X44.-,X64.-,Y14.-,Y44.3
1626,0,甲萘氢醌[甲萘二酚](止血药),Menadiol,T45.7,X44.-,X64.-,Y14.-,Y44.3
1626,0,甲诺酮(孕激素类),Methylestrenolone,T38.5,X44.-,X64.-,Y14.-,Y42.5
1626,0,甲帕霉素-现译名美帕曲星,Mepartricin,T36.7,X44.-,X64.-,Y14.-,Y40.7
1626,0,甲哌卡因(局部麻醉药),Mepivacaine,T41.3,X44.-,X64.-,Y14.-,Y48.3
1626,1,硬膜外的,epidural,T41.3,X44.-,X64.-,Y14.-,Y48.3
1626,0,甲泼尼松(肾上腺皮质激素类),Meprednisone,T38.0,X44.-,X64.-,Y14.-,Y42.0
1626,0,甲七叶茶碱,Metescufylline,T46.9,X44.-,X64.-,Y14.-,Y52.9
1626,0,甲羟松(肾上腺皮质激素类),Medrysone,T49.0,X44.-,X64.-,Y14.-,Y56.0
1626,0,甲嗪酸(抗炎镇痛药),Metiazinic acid,T39.3,X40.-,X60.-,Y10.-,Y45.3
1626,0,甲氰咪胍 - 现译名 西咪替丁,Cimetidine,T47.0,X44.-,X64.-,Y14.-,Y53.0
1626,0,甲巯咪唑(抗甲状腺药),"Thiamazole, Methimazole",T38.2,X44.-,X64.-,Y14.-,Y42.2
1626,0,甲醛(溶液)、气体或蒸气,"Formaldehyde (solution), gas",T59.2,X47.-,X67.-,Y17.-,
1626,0,甲糖宁(钠)- 现译名甲苯磺丁脲,Tolbutamide (sodium),T38.3,X44.-,X64.-,Y14.-,Y42.3
1626,0,甲烷[沼气],"Methane, Firedamp",T59.8,X47.-,X67.-,Y17.-,
1626,0,甲戊炔醇(镇静催眠药),"Meparfynol, Methylpentynol",T42.6,X41.-,X61.-,Y11.-,Y47.8
1626,0,甲烯二氧苯丙胺,Methylenedioxyamphetamine,T43.6,X41.-,X61.-,Y11.-,Y49.7
1626,0,甲烯土霉素-现译名美他环素,Metacycline,T36.4,X44.-,X64.-,Y14.-,Y40.4
1626,0,甲酰四氢叶酸[亚叶酸](因子),Leucovorin (factor),T45.8,X44.-,X64.-,Y14.-,Y44.1
1626,0,甲硝阿托品[甲基阿托品硝酸盐],Methylatropine nitrate,T44.3,X43.-,X63.-,Y13.-,Y51.3
1626,0,甲硝唑[灭滴灵],Metronidazole,T37.8,X44.-,X64.-,Y14.-,Y41.8
